Airline Name,Review Date,Type Of Traveller,Seat Type,Date Flown,Recommended,Verified,Overall_Rating,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money
Aer Lingus,15th September 2022,Solo Leisure,Economy Class,September 2022,no,TRUE,1,1,3,3,1,3,2,1
Aer Lingus,15th September 2022,Couple Leisure,Economy Class,July 2022,no,TRUE,1,,,,,,,1
Aer Lingus,15th September 2022,Family Leisure,Economy Class,September 2022,no,FALSE,4,1,2,1,3,1,2,2
Aer Lingus,15th September 2022,Business,Economy Class,September 2022,no,TRUE,1,1,1,1,1,1,1,1
Aer Lingus,13th September 2022,Solo Leisure,Economy Class,September 2022,no,FALSE,1,1,5,1,1,1,1,1
Aer Lingus,12th September 2022,Solo Leisure,Economy Class,September 2022,no,TRUE,4,2,2,1,2,4,4,2
Aer Lingus,12th September 2022,Couple Leisure,Economy Class,September 2022,no,TRUE,1,1,1,1,1,2,2,2
Aer Lingus,11th September 2022,Couple Leisure,Business Class,September 2022,no,TRUE,1,,,,,,,1
Aer Lingus,7th September 2022,Solo Leisure,Economy Class,September 2022,no,TRUE,2,2,2,2,1,2,2,2
Aer Lingus,6th September 2022,Family Leisure,Business Class,September 2022,yes,FALSE,6,4,4,3,3,4,4,4
Aer Lingus,6th September 2022,Solo Leisure,Economy Class,September 2022,no,TRUE,1,2,2,1,1,2,,1
Aer Lingus,4th September 2022,Family Leisure,Economy Class,July 2022,yes,TRUE,9,5,4,5,5,5,,5
Aer Lingus,3rd September 2022,Couple Leisure,Economy Class,September 2022,no,TRUE,1,1,3,2,1,3,1,1
Aer Lingus,30th August 2022,Solo Leisure,Economy Class,August 2022,no,TRUE,2,3,5,3,4,1,1,2
Aer Lingus,29th August 2022,Solo Leisure,Economy Class,August 2022,no,TRUE,2,3,3,3,1,1,1,2
Aer Lingus,28th August 2022,Solo Leisure,Economy Class,August 2022,yes,FALSE,1,5,5,5,3,,,5
Aer Lingus,24th August 2022,Couple Leisure,Economy Class,May 2022,no,FALSE,2,1,1,2,1,3,2,2
Aer Lingus,22nd August 2022,Solo Leisure,Economy Class,August 2022,no,TRUE,6,3,3,3,2,1,,2
Aer Lingus,19th August 2022,Family Leisure,Economy Class,August 2022,no,TRUE,1,2,3,3,1,3,1,2
Aer Lingus,16th August 2022,Family Leisure,Economy Class,August 2022,no,FALSE,1,3,4,3,3,3,,1
Aer Lingus,16th August 2022,Couple Leisure,Economy Class,August 2022,no,FALSE,2,1,1,1,1,,,1
Aer Lingus,16th August 2022,Solo Leisure,Economy Class,July 2022,no,TRUE,1,1,1,,1,1,1,1
Aer Lingus,14th August 2022,Family Leisure,Economy Class,August 2022,no,TRUE,1,2,4,1,4,4,,1
Aer Lingus,14th August 2022,Solo Leisure,Economy Class,August 2022,no,TRUE,1,1,1,1,1,1,,1
Aer Lingus,11th August 2022,Couple Leisure,Economy Class,August 2022,no,FALSE,1,3,1,1,1,1,1,2
Aer Lingus,11th August 2022,Family Leisure,Economy Class,August 2022,no,FALSE,1,,,,,,,1
Aer Lingus,9th August 2022,Couple Leisure,Economy Class,August 2022,no,TRUE,1,1,1,1,1,1,,1
Aer Lingus,9th August 2022,Solo Leisure,Economy Class,August 2022,yes,TRUE,8,4,4,2,5,,,3
Aero VIP,3rd May 2019,Solo Leisure,Economy Class,April 2019,yes,TRUE,9,4,4,,5,,,4
Aero VIP,3rd May 2019,Solo Leisure,Economy Class,April 2019,yes,TRUE,9,4,5,,5,,,4
Aero VIP,17th July 2017,Couple Leisure,Economy Class,July 2017,yes,FALSE,8,4,2,,3,,,3
Aerocaribbean,31st December 2010,,Economy Class,,yes,FALSE,8,,,,,,,4
Aerocaribbean,25th November 2010,,,,no,FALSE,1,,,,,,,
Aerocaribbean,10th April 2008,,,,no,FALSE,1,,,,,,,
Aeroflot Russian Airlines,21st January 2023,Solo Leisure,Economy Class,January 2023,no,TRUE,1,,,,,,,1
Aeroflot Russian Airlines,2nd September 2022,Solo Leisure,Economy Class,July 2022,no,TRUE,1,,,,,,,1
Aeroflot Russian Airlines,30th January 2022,Solo Leisure,Business Class,January 2022,no,TRUE,5,5,2,4,2,5,3,2
Aeroflot Russian Airlines,10th November 2021,Business,Economy Class,August 2021,yes,FALSE,1,5,5,5,5,,5,5
Aeroflot Russian Airlines,25th September 2021,Business,Business Class,September 2021,yes,TRUE,1,4,5,4,5,4,,4
Aeroflot Russian Airlines,21st September 2021,Business,Economy Class,October 2020,no,TRUE,2,2,3,3,2,1,,2
Aeroflot Russian Airlines,12th September 2021,Solo Leisure,Business Class,September 2021,yes,TRUE,5,3,3,3,3,,,3
Aeroflot Russian Airlines,3rd September 2021,Business,Premium Economy,September 2021,yes,TRUE,7,1,4,4,3,4,3,4
Aeroflot Russian Airlines,28th August 2021,Family Leisure,Economy Class,August 2021,no,TRUE,2,3,1,4,1,3,1,2
Aeroflot Russian Airlines,16th August 2021,Solo Leisure,Premium Economy,August 2021,yes,FALSE,8,4,5,4,3,4,,4
Aeroflot Russian Airlines,4th July 2021,Business,Economy Class,July 2021,no,TRUE,4,3,4,4,1,2,3,2
Aeroflot Russian Airlines,27th June 2021,Couple Leisure,Economy Class,July 2020,no,FALSE,1,,,,,,,1
Aeroflot Russian Airlines,15th March 2021,Business,Economy Class,April 2020,no,TRUE,1,,,,,,,1
Aeroflot Russian Airlines,12th January 2021,Family Leisure,Economy Class,March 2020,no,TRUE,1,,,,,,,1
Aeroflot Russian Airlines,16th December 2020,Couple Leisure,Economy Class,December 2020,no,TRUE,1,,,,1,,,1
Aeroflot Russian Airlines,12th December 2020,Solo Leisure,Economy Class,April 2020,no,TRUE,1,,,,,,,1
Aeroflot Russian Airlines,2nd November 2020,Couple Leisure,Economy Class,April 2020,no,FALSE,1,,,,,,,1
Aeroflot Russian Airlines,31st October 2020,Solo Leisure,Business Class,October 2020,yes,TRUE,1,5,5,4,4,5,,5
Aeroflot Russian Airlines,23rd October 2020,Solo Leisure,Economy Class,April 2020,no,TRUE,1,,,,,,,2
Aeroflot Russian Airlines,27th August 2020,Solo Leisure,Premium Economy,August 2020,yes,TRUE,9,2,5,5,5,5,,5
Aeroflot Russian Airlines,22nd August 2020,Business,Economy Class,August 2020,no,TRUE,1,,,,1,,,1
Aeroflot Russian Airlines,19th August 2020,Solo Leisure,Economy Class,April 2020,no,TRUE,1,,,,,,,1
Aeroflot Russian Airlines,10th August 2020,Family Leisure,Economy Class,August 2020,yes,TRUE,1,,,,,,,5
Aeroflot Russian Airlines,6th August 2020,Couple Leisure,Economy Class,April 2020,no,TRUE,1,,,,,,,1
Aeroflot Russian Airlines,23rd June 2020,Solo Leisure,Economy Class,January 2020,no,TRUE,1,3,1,3,1,3,,3
Aeroflot Russian Airlines,3rd June 2020,Business,Business Class,April 2020,no,FALSE,1,,,,,,,1
Aeroflot Russian Airlines,4th April 2020,Solo Leisure,Economy Class,September 2019,yes,TRUE,8,5,5,4,5,4,1,5
Aeroflot Russian Airlines,24th March 2020,Solo Leisure,Business Class,March 2020,no,TRUE,2,3,4,1,1,3,,1
Aeroflot Russian Airlines,20th March 2020,Solo Leisure,Economy Class,April 2019,no,TRUE,2,1,1,,1,2,1,1
Aeroflot Russian Airlines,19th March 2020,Solo Leisure,Business Class,November 2019,no,TRUE,2,2,4,2,1,2,,2
Aeroflot Russian Airlines,19th March 2020,Solo Leisure,Economy Class,March 2020,no,TRUE,2,1,2,1,2,,,1
Aeroflot Russian Airlines,8th March 2020,Solo Leisure,Economy Class,February 2020,yes,TRUE,1,5,5,5,5,5,,5
Aeroflot Russian Airlines,6th March 2020,Solo Leisure,Economy Class,December 2019,yes,TRUE,9,4,5,4,4,,,5
Aeroflot Russian Airlines,4th March 2020,Solo Leisure,Economy Class,March 2020,yes,TRUE,9,5,5,5,4,,,4
Aeroflot Russian Airlines,2nd March 2020,Family Leisure,Economy Class,February 2020,yes,TRUE,1,5,5,5,5,5,,5
Aeroflot Russian Airlines,11th February 2020,Family Leisure,Economy Class,January 2020,no,TRUE,1,1,1,1,1,,,1
Aeroflot Russian Airlines,7th February 2020,Solo Leisure,Economy Class,November 2019,yes,TRUE,7,4,4,2,5,1,1,5
Aeroflot Russian Airlines,6th February 2020,Solo Leisure,Economy Class,February 2020,no,TRUE,1,3,2,2,1,2,,3
Aeroflot Russian Airlines,29th January 2020,Solo Leisure,Economy Class,January 2020,no,TRUE,2,1,1,1,1,,,2
Aeroflot Russian Airlines,20th January 2020,Solo Leisure,Economy Class,January 2020,no,TRUE,2,3,1,2,2,,,4
Aeroflot Russian Airlines,8th January 2020,Solo Leisure,Economy Class,January 2020,no,TRUE,1,3,2,1,1,3,3,3
Aeroflot Russian Airlines,7th January 2020,Solo Leisure,Economy Class,January 2020,no,TRUE,2,3,3,3,1,3,,1
Aeroflot Russian Airlines,7th January 2020,Solo Leisure,Economy Class,January 2020,yes,TRUE,6,3,4,2,3,,,4
Aeroflot Russian Airlines,5th January 2020,Couple Leisure,Economy Class,January 2020,no,TRUE,1,1,1,,1,,,1
Aeroflot Russian Airlines,25th December 2019,Solo Leisure,Economy Class,December 2019,no,TRUE,1,,,,,,,1
Aeroflot Russian Airlines,14th December 2019,Solo Leisure,Economy Class,December 2019,yes,TRUE,9,4,5,4,4,,,3
Aeroflot Russian Airlines,9th December 2019,Solo Leisure,Economy Class,December 2019,yes,TRUE,1,5,5,5,4,5,,5
Aeroflot Russian Airlines,27th November 2019,Family Leisure,Economy Class,July 2019,no,TRUE,2,3,3,3,3,2,1,1
Aeroflot Russian Airlines,24th October 2019,Solo Leisure,Economy Class,August 2019,yes,TRUE,7,3,4,3,2,,,4
Aeroflot Russian Airlines,23rd October 2019,Solo Leisure,Economy Class,June 2019,yes,TRUE,1,5,5,4,5,,,5
Aeroflot Russian Airlines,21st October 2019,Solo Leisure,Economy Class,October 2019,no,TRUE,2,2,2,2,1,2,,2
Aeroflot Russian Airlines,19th October 2019,Family Leisure,Economy Class,October 2019,no,TRUE,1,,,,,,,1
Aeroflot Russian Airlines,18th October 2019,Business,Economy Class,October 2019,no,TRUE,3,4,4,,1,,,2
Aeroflot Russian Airlines,10th October 2019,Business,Business Class,October 2019,yes,TRUE,1,5,5,5,4,,,5
Aeroflot Russian Airlines,8th October 2019,Business,Premium Economy,September 2019,yes,TRUE,6,3,3,3,3,3,,4
Aeroflot Russian Airlines,28th September 2019,Family Leisure,Economy Class,September 2019,no,TRUE,2,1,1,1,2,1,,1
Aeroflot Russian Airlines,23rd September 2019,Solo Leisure,Economy Class,September 2019,no,TRUE,1,1,1,,1,,,1
Aeroflot Russian Airlines,19th September 2019,Business,Economy Class,September 2019,yes,TRUE,1,5,5,4,5,5,,5
Aeroflot Russian Airlines,18th September 2019,Solo Leisure,Economy Class,September 2019,yes,TRUE,1,5,5,5,5,5,,5
Aeroflot Russian Airlines,17th September 2019,Couple Leisure,Economy Class,September 2019,yes,FALSE,6,5,3,4,4,,,4
Aeroflot Russian Airlines,13th September 2019,Family Leisure,Economy Class,August 2019,no,TRUE,2,3,4,3,1,1,4,1
Aeroflot Russian Airlines,12th September 2019,Solo Leisure,Economy Class,September 2019,no,TRUE,1,1,1,,1,,,1
Aeroflot Russian Airlines,10th September 2019,Couple Leisure,Economy Class,September 2019,yes,TRUE,1,5,5,5,5,5,,5
Aeroflot Russian Airlines,10th September 2019,Family Leisure,Economy Class,September 2019,no,TRUE,3,1,2,2,1,2,,3
Aeroflot Russian Airlines,9th September 2019,Family Leisure,Economy Class,September 2019,no,TRUE,1,1,1,,1,,,1
Aeroflot Russian Airlines,4th September 2019,Business,Economy Class,August 2019,yes,TRUE,8,4,4,3,4,,,5
Aeroflot Russian Airlines,4th September 2019,Business,Economy Class,August 2019,yes,TRUE,9,4,3,4,5,,,5
Aeroflot Russian Airlines,4th September 2019,Business,Economy Class,August 2019,yes,TRUE,8,4,3,5,4,,,5
Aeroflot Russian Airlines,31st August 2019,Couple Leisure,Economy Class,August 2019,no,TRUE,1,1,1,1,1,,,1
Aeroflot Russian Airlines,31st August 2019,Solo Leisure,Business Class,August 2019,yes,FALSE,1,5,5,5,5,,,5
Aeroflot Russian Airlines,27th August 2019,Family Leisure,Economy Class,August 2019,yes,FALSE,1,5,5,5,5,5,5,5
Aeroflot Russian Airlines,10th August 2019,Family Leisure,Economy Class,June 2019,no,TRUE,3,3,3,2,1,3,,2
Aeroflot Russian Airlines,7th August 2019,Solo Leisure,Economy Class,June 2019,no,TRUE,1,,,,1,,,1
Aeroflot Russian Airlines,30th July 2019,Solo Leisure,Economy Class,July 2019,no,TRUE,4,3,2,3,1,3,,3
Aeroflot Russian Airlines,28th July 2019,Solo Leisure,Economy Class,July 2019,yes,TRUE,9,4,4,5,3,,,4
Aeroflot Russian Airlines,24th July 2019,Solo Leisure,Economy Class,July 2019,yes,TRUE,9,5,5,5,5,4,,5
Aeroflot Russian Airlines,9th July 2019,Family Leisure,Business Class,June 2019,no,FALSE,1,4,4,2,1,3,3,1
Aeroflot Russian Airlines,8th July 2019,Solo Leisure,Economy Class,June 2019,no,TRUE,3,4,3,1,3,,,2
Aeroflot Russian Airlines,8th July 2019,Family Leisure,Economy Class,July 2019,no,TRUE,1,1,1,,1,,,1
Aeroflot Russian Airlines,2nd July 2019,Family Leisure,Economy Class,June 2019,no,TRUE,1,2,3,2,1,4,,2
Aeroflot Russian Airlines,28th June 2019,Business,Economy Class,June 2019,yes,TRUE,8,4,5,5,5,2,,5
Aeroflot Russian Airlines,27th June 2019,Family Leisure,Economy Class,June 2019,no,TRUE,1,,,,1,,,1
Aeroflot Russian Airlines,25th June 2019,Business,Economy Class,June 2019,no,TRUE,1,,,,1,,,1
Aeroflot Russian Airlines,6th June 2019,Couple Leisure,Economy Class,June 2019,no,TRUE,1,2,2,2,1,2,,1
Aeroflot Russian Airlines,3rd June 2019,Solo Leisure,Economy Class,June 2019,no,TRUE,2,3,3,4,1,4,2,2
Aeroflot Russian Airlines,1st June 2019,Business,Economy Class,May 2019,no,TRUE,2,4,4,3,1,2,,1
Aeroflot Russian Airlines,28th May 2019,Business,Economy Class,May 2019,no,TRUE,1,1,1,1,1,,,1
Aeroflot Russian Airlines,26th May 2019,Business,Business Class,May 2019,no,TRUE,1,3,3,1,1,,,2
Aeroflot Russian Airlines,26th May 2019,Solo Leisure,Economy Class,May 2019,yes,TRUE,9,3,5,3,5,3,,5
Aeroflot Russian Airlines,16th May 2019,Solo Leisure,Economy Class,April 2019,no,TRUE,2,2,2,3,2,4,2,2
Aeroflot Russian Airlines,14th May 2019,Couple Leisure,Economy Class,May 2019,no,TRUE,1,,,,,,,1
Aeroflot Russian Airlines,11th May 2019,Solo Leisure,Economy Class,May 2019,no,TRUE,1,1,1,1,1,,,1
Aeroflot Russian Airlines,10th May 2019,Business,Economy Class,January 2019,no,TRUE,3,2,3,2,1,1,,3
Aeroflot Russian Airlines,6th May 2019,Family Leisure,Economy Class,April 2019,yes,FALSE,1,5,5,3,5,3,,5
Aeroflot Russian Airlines,5th May 2019,Solo Leisure,Economy Class,May 2019,no,TRUE,1,2,2,2,1,1,,1
Aeroflot Russian Airlines,4th May 2019,Family Leisure,Economy Class,April 2019,no,TRUE,1,1,1,1,1,1,1,1
Aeroflot Russian Airlines,1st May 2019,Solo Leisure,Economy Class,April 2019,no,TRUE,2,1,2,1,4,,,2
Aeroflot Russian Airlines,1st May 2019,Solo Leisure,Economy Class,April 2019,no,TRUE,1,1,1,1,1,2,,2
Aeroflot Russian Airlines,29th April 2019,Couple Leisure,Economy Class,April 2019,no,TRUE,3,3,3,1,3,1,,3
Aeroflot Russian Airlines,24th April 2019,Solo Leisure,Economy Class,March 2019,no,TRUE,1,3,3,3,3,3,,2
AeroItalia,3rd April 2023,Business,Economy Class,April 2023,no,TRUE,2,1,3,1,1,,,1
Aerolineas Argentinas,25th July 2023,Solo Leisure,Economy Class,July 2023,no,FALSE,2,1,1,1,1,1,1,1
Aerolineas Argentinas,25th June 2023,Couple Leisure,Economy Class,June 2023,yes,FALSE,2,2,1,1,1,1,1,2
Aerolineas Argentinas,20th March 2023,Solo Leisure,Economy Class,March 2023,no,TRUE,6,3,1,1,3,,,4
Aerolineas Argentinas,10th February 2023,Solo Leisure,Economy Class,February 2023,no,TRUE,1,,,,,,,1
Aerolineas Argentinas,28th January 2023,Couple Leisure,Business Class,January 2023,no,TRUE,1,1,1,1,1,2,1,1
Aerolineas Argentinas,24th January 2023,Couple Leisure,Economy Class,December 2022,no,TRUE,1,,,,,,,1
Aerolineas Argentinas,23rd December 2022,Solo Leisure,Economy Class,December 2022,no,FALSE,2,1,1,1,1,1,1,1
Aerolineas Argentinas,29th November 2022,Family Leisure,Economy Class,November 2022,yes,TRUE,8,4,5,3,5,,,5
Aerolineas Argentinas,27th November 2022,Solo Leisure,Economy Class,November 2022,no,TRUE,1,3,4,3,1,,,1
Aerolineas Argentinas,4th September 2022,Business,Economy Class,August 2022,yes,FALSE,7,3,3,3,4,,,4
Aerolineas Argentinas,8th March 2022,Business,Business Class,March 2022,no,TRUE,1,2,1,1,1,3,1,1
Aerolineas Argentinas,17th February 2022,Business,Economy Class,February 2022,no,TRUE,1,,,,,,,1
Aerolineas Argentinas,10th December 2021,Solo Leisure,Economy Class,December 2021,no,TRUE,1,4,4,4,1,,,3
Aerolineas Argentinas,23rd November 2021,Couple Leisure,Economy Class,November 2021,no,FALSE,1,1,1,,1,,,1
Aerolineas Argentinas,2nd February 2021,Solo Leisure,Economy Class,November 2020,no,TRUE,1,,,,,,,1
Aerolineas Argentinas,15th December 2020,Solo Leisure,Economy Class,April 2020,no,TRUE,1,,,,,,,1
Aerolineas Argentinas,30th March 2020,Family Leisure,Business Class,March 2020,no,TRUE,1,1,1,1,1,1,1,1
Aerolineas Argentinas,2nd December 2019,Couple Leisure,Economy Class,November 2019,no,TRUE,1,,,,1,,,1
Aerolineas Argentinas,17th October 2019,Solo Leisure,Economy Class,September 2019,yes,TRUE,1,5,5,4,5,,,5
Aerolineas Argentinas,16th July 2019,Couple Leisure,Economy Class,July 2019,no,FALSE,1,2,1,1,1,,,1
Aerolineas Argentinas,13th June 2019,Family Leisure,Economy Class,June 2019,no,FALSE,1,,,,,,,1
Aerolineas Argentinas,1st June 2019,Solo Leisure,Economy Class,June 2019,no,TRUE,1,1,5,2,1,1,4,1
Aerolineas Argentinas,13th May 2019,Couple Leisure,Economy Class,April 2019,yes,TRUE,7,5,5,3,5,4,4,2
Aerolineas Argentinas,6th May 2019,Solo Leisure,Economy Class,December 2018,yes,TRUE,8,4,5,,4,,,5
Aerolineas Argentinas,4th May 2019,Couple Leisure,Premium Economy,May 2019,no,TRUE,2,2,1,1,1,1,,1
Aerolineas Argentinas,28th March 2019,Family Leisure,Economy Class,March 2019,no,TRUE,1,1,1,1,1,,,1
Aerolineas Argentinas,23rd February 2019,Family Leisure,Economy Class,February 2019,yes,TRUE,6,4,4,2,3,3,3,3
Aerolineas Argentinas,15th January 2019,Family Leisure,Economy Class,January 2019,no,TRUE,4,1,2,3,1,,,3
Aerolineas Argentinas,3rd December 2018,Couple Leisure,Economy Class,November 2018,no,TRUE,1,1,1,1,1,1,1,1
Aerolineas Argentinas,22nd November 2018,Couple Leisure,Economy Class,November 2018,no,TRUE,1,1,3,1,1,,,1
Aerolineas Argentinas,27th October 2018,Couple Leisure,Economy Class,October 2018,no,TRUE,1,4,3,,1,,,1
Aerolineas Argentinas,11th May 2018,Business,Economy Class,May 2018,no,TRUE,1,3,,,1,,,1
Aerolineas Argentinas,15th March 2018,Couple Leisure,Economy Class,March 2018,yes,TRUE,8,3,4,4,4,,,3
Aerolineas Argentinas,7th March 2018,Solo Leisure,Economy Class,March 2018,yes,TRUE,7,4,3,2,4,2,,3
Aerolineas Argentinas,22nd February 2018,Couple Leisure,Economy Class,February 2018,no,TRUE,1,1,1,1,1,1,,1
Aerolineas Argentinas,19th December 2017,Solo Leisure,Economy Class,December 2017,no,TRUE,1,1,1,1,1,1,1,1
Aerolineas Argentinas,15th December 2017,Family Leisure,Economy Class,October 2017,no,TRUE,1,2,1,2,1,2,1,1
Aerolineas Argentinas,29th November 2017,Solo Leisure,Economy Class,November 2017,yes,TRUE,9,5,4,4,5,4,4,4
Aerolineas Argentinas,15th November 2017,Couple Leisure,Business Class,November 2017,yes,FALSE,9,3,5,5,5,5,,5
Aerolineas Argentinas,2nd November 2017,Family Leisure,Economy Class,October 2017,yes,FALSE,9,4,4,3,4,3,,4
Aerolineas Argentinas,25th September 2017,Couple Leisure,Economy Class,September 2017,yes,FALSE,8,4,4,2,4,1,1,4
Aerolineas Argentinas,25th September 2017,Couple Leisure,Economy Class,August 2017,yes,FALSE,8,4,4,2,4,1,1,4
Aerolineas Argentinas,30th August 2017,Business,Business Class,August 2017,no,FALSE,3,1,1,2,3,2,,2
Aerolineas Argentinas,18th August 2017,Business,Economy Class,August 2017,no,FALSE,1,2,3,1,1,1,1,1
Aerolineas Argentinas,30th April 2017,Solo Leisure,Economy Class,April 2017,no,FALSE,2,1,1,1,2,,,1
Aerolineas Argentinas,14th March 2017,Solo Leisure,Business Class,March 2017,yes,FALSE,7,4,4,1,3,5,5,5
Aerolineas Argentinas,26th February 2017,Couple Leisure,Business Class,March 2016,yes,FALSE,9,4,4,4,3,,,5
Aerolineas Argentinas,24th February 2017,Couple Leisure,Economy Class,February 2017,no,FALSE,1,1,3,5,1,1,,1
Aerolineas Argentinas,16th February 2017,Business,Business Class,February 2017,yes,FALSE,6,3,4,3,4,4,,4
Aerolineas Argentinas,26th January 2017,Family Leisure,Economy Class,January 2017,no,FALSE,1,1,1,1,1,1,,1
Aerolineas Argentinas,23rd January 2017,Business,Economy Class,January 2017,yes,FALSE,9,4,4,4,3,,,4
Aerolineas Argentinas,20th January 2017,Solo Leisure,Premium Economy,December 2016,yes,FALSE,8,5,5,2,4,1,,3
Aerolineas Argentinas,8th January 2017,Couple Leisure,Economy Class,December 2016,no,FALSE,1,1,1,1,1,1,1,1
Aerolineas Argentinas,28th December 2016,Family Leisure,Economy Class,December 2016,no,FALSE,3,3,2,2,1,,,3
Aerolineas Argentinas,22nd December 2016,Solo Leisure,Economy Class,December 2016,yes,FALSE,6,4,4,2,4,,,3
Aerolineas Argentinas,18th December 2016,Solo Leisure,Economy Class,December 2016,no,FALSE,4,1,1,1,5,5,,2
Aerolineas Argentinas,25th November 2016,Solo Leisure,Economy Class,November 2016,no,FALSE,1,1,1,2,1,2,,4
Aerolineas Argentinas,12th August 2016,Business,Economy Class,August 2016,no,FALSE,3,1,2,2,3,3,,1
Aerolineas Argentinas,28th June 2016,Couple Leisure,Premium Economy,June 2016,no,FALSE,2,3,4,1,1,,,2
Aerolineas Argentinas,5th June 2016,Solo Leisure,Economy Class,May 2016,no,FALSE,4,3,1,1,3,,,4
Aerolineas Argentinas,12th April 2016,Business,Economy Class,April 2016,yes,FALSE,7,3,4,3,4,3,,4
Aerolineas Argentinas,3rd April 2016,Family Leisure,Business Class,March 2016,yes,FALSE,7,3,4,3,2,3,,4
Aerolineas Argentinas,14th January 2016,Family Leisure,Economy Class,May 2015,no,FALSE,5,3,5,4,2,,,3
Aerolineas Argentinas,3rd January 2016,Solo Leisure,Economy Class,January 2016,yes,FALSE,9,5,5,5,5,1,,5
Aerolineas Argentinas,16th December 2015,Solo Leisure,Economy Class,November 2015,yes,FALSE,9,4,5,4,5,3,,4
Aerolineas Argentinas,4th December 2015,Business,Business Class,December 2015,no,FALSE,3,2,3,1,3,1,1,1
Aerolineas Argentinas,25th November 2015,Family Leisure,Economy Class,October 2015,yes,FALSE,9,4,5,5,5,,,4
Aerolineas Argentinas,19th November 2015,Business,Economy Class,November 2015,yes,FALSE,7,4,5,3,2,3,,4
Aerolineas Argentinas,2nd September 2015,Business,Economy Class,August 2015,no,FALSE,1,1,1,,1,,,1
Aerolineas Argentinas,30th July 2015,Solo Leisure,Economy Class,July 2015,yes,FALSE,5,1,5,2,5,5,,3
Aerolineas Argentinas,5th July 2015,Business,Business Class,July 2015,no,FALSE,2,3,3,1,2,1,,2
Aerolineas Argentinas,4th June 2015,,Economy Class,,yes,FALSE,7,4,4,4,,4,,4
Aerolineas Argentinas,31st May 2015,,Economy Class,,yes,FALSE,9,4,5,3,,0,,4
Aerolineas Argentinas,11th May 2015,,Economy Class,,no,FALSE,3,1,2,3,,1,,2
Aerolineas Argentinas,30th April 2015,,Business Class,,yes,FALSE,5,5,5,4,,3,,5
Aerolineas Argentinas,9th March 2015,,Business Class,,yes,FALSE,1,5,5,5,,4,,5
Aerolineas Argentinas,24th February 2015,,Economy Class,,no,FALSE,1,1,1,2,,3,,2
Aerolineas Argentinas,19th January 2015,,Economy Class,,no,FALSE,1,3,1,2,,3,,1
Aerolineas Argentinas,14th January 2015,,Business Class,,yes,FALSE,8,4,5,5,,4,,5
Aerolineas Argentinas,22nd December 2014,,Economy Class,,yes,FALSE,1,3,5,4,,1,,4
Aerolineas Argentinas,10th December 2014,,Economy Class,,no,FALSE,n,1,1,2,,4,,1
Aerolineas Argentinas,10th December 2014,,Premium Economy,,yes,FALSE,8,5,5,3,,0,,3
Aerolineas Argentinas,10th December 2014,,Economy Class,,yes,FALSE,8,4,4,4,,1,,5
