Index,Airline Name,Overall_Rating,Review Date,Verified,Type Of Traveller,Seat Type,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
257,Aer Lingus,2,13th October 2022,TRUE,Solo Leisure,Economy Class,October 2022,1,1,1,1,2,,1,no
258,Aer Lingus,1,13th October 2022,FALSE,Solo Leisure,Economy Class,October 2022,3,1,1,4,1,,2,no
259,Aer Lingus,1,12th October 2022,TRUE,Couple Leisure,Economy Class,October 2022,2,3,,1,,,1,no
260,Aer Lingus,1,8th October 2022,FALSE,Couple Leisure,Economy Class,October 2022,1,3,1,1,,,1,no
261,Aer Lingus,1,27th September 2022,FALSE,Business,Business Class,July 2022,,,,,,,1,no
262,Aer Lingus,1,27th September 2022,TRUE,Solo Leisure,Economy Class,September 2022,1,3,3,1,,,1,no
263,Aer Lingus,5,25th September 2022,FALSE,Solo Leisure,Economy Class,September 2022,3,1,1,2,,,1,no
264,Aer Lingus,1,21st September 2022,TRUE,Solo Leisure,Economy Class,June 2022,3,3,,1,,,1,no
265,Aer Lingus,2,18th September 2022,FALSE,Couple Leisure,Economy Class,September 2022,2,1,1,2,1,1,2,no
266,Aer Lingus,1,15th September 2022,TRUE,Solo Leisure,Economy Class,September 2022,1,3,3,1,3,2,1,no
267,Aer Lingus,1,15th September 2022,TRUE,Couple Leisure,Economy Class,July 2022,,,,,,,1,no
268,Aer Lingus,4,15th September 2022,FALSE,Family Leisure,Economy Class,September 2022,1,2,1,3,1,2,2,no
269,Aer Lingus,1,15th September 2022,TRUE,Business,Economy Class,September 2022,1,1,1,1,1,1,1,no
270,Aer Lingus,1,13th September 2022,FALSE,Solo Leisure,Economy Class,September 2022,1,5,1,1,1,1,1,no
271,Aer Lingus,4,12th September 2022,TRUE,Solo Leisure,Economy Class,September 2022,2,2,1,2,4,4,2,no
272,Aer Lingus,1,12th September 2022,TRUE,Couple Leisure,Economy Class,September 2022,1,1,1,1,2,2,2,no
273,Aer Lingus,1,11th September 2022,TRUE,Couple Leisure,Business Class,September 2022,,,,,,,1,no
274,Aer Lingus,2,7th September 2022,TRUE,Solo Leisure,Economy Class,September 2022,2,2,2,1,2,2,2,no
275,Aer Lingus,6,6th September 2022,FALSE,Family Leisure,Business Class,September 2022,4,4,3,3,4,4,4,yes
276,Aer Lingus,1,6th September 2022,TRUE,Solo Leisure,Economy Class,September 2022,2,2,1,1,2,,1,no
277,Aer Lingus,9,4th September 2022,TRUE,Family Leisure,Economy Class,July 2022,5,4,5,5,5,,5,yes
278,Aer Lingus,1,3rd September 2022,TRUE,Couple Leisure,Economy Class,September 2022,1,3,2,1,3,1,1,no
279,Aer Lingus,2,30th August 2022,TRUE,Solo Leisure,Economy Class,August 2022,3,5,3,4,1,1,2,no
280,Aer Lingus,2,29th August 2022,TRUE,Solo Leisure,Economy Class,August 2022,3,3,3,1,1,1,2,no
281,Aer Lingus,1,28th August 2022,FALSE,Solo Leisure,Economy Class,August 2022,5,5,5,3,,,5,yes
282,Aer Lingus,2,24th August 2022,FALSE,Couple Leisure,Economy Class,May 2022,1,1,2,1,3,2,2,no
283,Aer Lingus,6,22nd August 2022,TRUE,Solo Leisure,Economy Class,August 2022,3,3,3,2,1,,2,no
284,Aer Lingus,1,19th August 2022,TRUE,Family Leisure,Economy Class,August 2022,2,3,3,1,3,1,2,no
285,Aer Lingus,1,16th August 2022,FALSE,Family Leisure,Economy Class,August 2022,3,4,3,3,3,,1,no
286,Aer Lingus,2,16th August 2022,FALSE,Couple Leisure,Economy Class,August 2022,1,1,1,1,,,1,no
287,Aer Lingus,1,16th August 2022,TRUE,Solo Leisure,Economy Class,July 2022,1,1,,1,1,1,1,no
288,Aer Lingus,1,14th August 2022,TRUE,Family Leisure,Economy Class,August 2022,2,4,1,4,4,,1,no
289,Aer Lingus,1,14th August 2022,TRUE,Solo Leisure,Economy Class,August 2022,1,1,1,1,1,,1,no
290,Aer Lingus,1,11th August 2022,FALSE,Couple Leisure,Economy Class,August 2022,3,1,1,1,1,1,2,no
291,Aer Lingus,1,11th August 2022,FALSE,Family Leisure,Economy Class,August 2022,,,,,,,1,no
292,Aer Lingus,1,9th August 2022,TRUE,Couple Leisure,Economy Class,August 2022,1,1,1,1,1,,1,no
293,Aer Lingus,8,9th August 2022,TRUE,Solo Leisure,Economy Class,August 2022,4,4,2,5,,,3,yes
294,Aero VIP,9,3rd May 2019,TRUE,Solo Leisure,Economy Class,April 2019,4,4,,5,,,4,yes
295,Aero VIP,9,3rd May 2019,TRUE,Solo Leisure,Economy Class,April 2019,4,5,,5,,,4,yes
296,Aero VIP,8,17th July 2017,FALSE,Couple Leisure,Economy Class,July 2017,4,2,,3,,,3,yes
297,Aerocaribbean,8,31st December 2010,FALSE,,Economy Class,,,,,,,,4,yes
298,Aerocaribbean,1,25th November 2010,FALSE,,,,,,,,,,,no
299,Aerocaribbean,1,10th April 2008,FALSE,,,,,,,,,,,no
300,Aeroflot Russian Airlines,1,21st January 2023,TRUE,Solo Leisure,Economy Class,January 2023,,,,,,,1,no
301,Aeroflot Russian Airlines,1,2nd September 2022,TRUE,Solo Leisure,Economy Class,July 2022,,,,,,,1,no
302,Aeroflot Russian Airlines,5,30th January 2022,TRUE,Solo Leisure,Business Class,January 2022,5,2,4,2,5,3,2,no
303,Aeroflot Russian Airlines,1,10th November 2021,FALSE,Business,Economy Class,August 2021,5,5,5,5,,5,5,yes
304,Aeroflot Russian Airlines,1,25th September 2021,TRUE,Business,Business Class,September 2021,4,5,4,5,4,,4,yes
305,Aeroflot Russian Airlines,2,21st September 2021,TRUE,Business,Economy Class,October 2020,2,3,3,2,1,,2,no
306,Aeroflot Russian Airlines,5,12th September 2021,TRUE,Solo Leisure,Business Class,September 2021,3,3,3,3,,,3,yes
307,Aeroflot Russian Airlines,7,3rd September 2021,TRUE,Business,Premium Economy,September 2021,1,4,4,3,4,3,4,yes
308,Aeroflot Russian Airlines,2,28th August 2021,TRUE,Family Leisure,Economy Class,August 2021,3,1,4,1,3,1,2,no
309,Aeroflot Russian Airlines,8,16th August 2021,FALSE,Solo Leisure,Premium Economy,August 2021,4,5,4,3,4,,4,yes
310,Aeroflot Russian Airlines,4,4th July 2021,TRUE,Business,Economy Class,July 2021,3,4,4,1,2,3,2,no
311,Aeroflot Russian Airlines,1,27th June 2021,FALSE,Couple Leisure,Economy Class,July 2020,,,,,,,1,no
312,Aeroflot Russian Airlines,1,15th March 2021,TRUE,Business,Economy Class,April 2020,,,,,,,1,no
313,Aeroflot Russian Airlines,1,12th January 2021,TRUE,Family Leisure,Economy Class,March 2020,,,,,,,1,no
314,Aeroflot Russian Airlines,1,16th December 2020,TRUE,Couple Leisure,Economy Class,December 2020,,,,1,,,1,no
315,Aeroflot Russian Airlines,1,12th December 2020,TRUE,Solo Leisure,Economy Class,April 2020,,,,,,,1,no
316,Aeroflot Russian Airlines,1,2nd November 2020,FALSE,Couple Leisure,Economy Class,April 2020,,,,,,,1,no
317,Aeroflot Russian Airlines,1,31st October 2020,TRUE,Solo Leisure,Business Class,October 2020,5,5,4,4,5,,5,yes
318,Aeroflot Russian Airlines,1,23rd October 2020,TRUE,Solo Leisure,Economy Class,April 2020,,,,,,,2,no
319,Aeroflot Russian Airlines,9,27th August 2020,TRUE,Solo Leisure,Premium Economy,August 2020,2,5,5,5,5,,5,yes
320,Aeroflot Russian Airlines,1,22nd August 2020,TRUE,Business,Economy Class,August 2020,,,,1,,,1,no
321,Aeroflot Russian Airlines,1,19th August 2020,TRUE,Solo Leisure,Economy Class,April 2020,,,,,,,1,no
322,Aeroflot Russian Airlines,1,10th August 2020,TRUE,Family Leisure,Economy Class,August 2020,,,,,,,5,yes
323,Aeroflot Russian Airlines,1,6th August 2020,TRUE,Couple Leisure,Economy Class,April 2020,,,,,,,1,no
324,Aeroflot Russian Airlines,1,23rd June 2020,TRUE,Solo Leisure,Economy Class,January 2020,3,1,3,1,3,,3,no
325,Aeroflot Russian Airlines,1,3rd June 2020,FALSE,Business,Business Class,April 2020,,,,,,,1,no
326,Aeroflot Russian Airlines,8,4th April 2020,TRUE,Solo Leisure,Economy Class,September 2019,5,5,4,5,4,1,5,yes
327,Aeroflot Russian Airlines,2,24th March 2020,TRUE,Solo Leisure,Business Class,March 2020,3,4,1,1,3,,1,no
328,Aeroflot Russian Airlines,2,20th March 2020,TRUE,Solo Leisure,Economy Class,April 2019,1,1,,1,2,1,1,no
329,Aeroflot Russian Airlines,2,19th March 2020,TRUE,Solo Leisure,Business Class,November 2019,2,4,2,1,2,,2,no
330,Aeroflot Russian Airlines,2,19th March 2020,TRUE,Solo Leisure,Economy Class,March 2020,1,2,1,2,,,1,no
331,Aeroflot Russian Airlines,1,8th March 2020,TRUE,Solo Leisure,Economy Class,February 2020,5,5,5,5,5,,5,yes
332,Aeroflot Russian Airlines,9,6th March 2020,TRUE,Solo Leisure,Economy Class,December 2019,4,5,4,4,,,5,yes
333,Aeroflot Russian Airlines,9,4th March 2020,TRUE,Solo Leisure,Economy Class,March 2020,5,5,5,4,,,4,yes
334,Aeroflot Russian Airlines,1,2nd March 2020,TRUE,Family Leisure,Economy Class,February 2020,5,5,5,5,5,,5,yes
335,Aeroflot Russian Airlines,1,11th February 2020,TRUE,Family Leisure,Economy Class,January 2020,1,1,1,1,,,1,no
336,Aeroflot Russian Airlines,7,7th February 2020,TRUE,Solo Leisure,Economy Class,November 2019,4,4,2,5,1,1,5,yes
337,Aeroflot Russian Airlines,1,6th February 2020,TRUE,Solo Leisure,Economy Class,February 2020,3,2,2,1,2,,3,no
338,Aeroflot Russian Airlines,2,29th January 2020,TRUE,Solo Leisure,Economy Class,January 2020,1,1,1,1,,,2,no
339,Aeroflot Russian Airlines,2,20th January 2020,TRUE,Solo Leisure,Economy Class,January 2020,3,1,2,2,,,4,no
340,Aeroflot Russian Airlines,1,8th January 2020,TRUE,Solo Leisure,Economy Class,January 2020,3,2,1,1,3,3,3,no
341,Aeroflot Russian Airlines,2,7th January 2020,TRUE,Solo Leisure,Economy Class,January 2020,3,3,3,1,3,,1,no
342,Aeroflot Russian Airlines,6,7th January 2020,TRUE,Solo Leisure,Economy Class,January 2020,3,4,2,3,,,4,yes
343,Aeroflot Russian Airlines,1,5th January 2020,TRUE,Couple Leisure,Economy Class,January 2020,1,1,,1,,,1,no
344,Aeroflot Russian Airlines,1,25th December 2019,TRUE,Solo Leisure,Economy Class,December 2019,,,,,,,1,no
345,Aeroflot Russian Airlines,9,14th December 2019,TRUE,Solo Leisure,Economy Class,December 2019,4,5,4,4,,,3,yes
346,Aeroflot Russian Airlines,1,9th December 2019,TRUE,Solo Leisure,Economy Class,December 2019,5,5,5,4,5,,5,yes
347,Aeroflot Russian Airlines,2,27th November 2019,TRUE,Family Leisure,Economy Class,July 2019,3,3,3,3,2,1,1,no
348,Aeroflot Russian Airlines,7,24th October 2019,TRUE,Solo Leisure,Economy Class,August 2019,3,4,3,2,,,4,yes
349,Aeroflot Russian Airlines,1,23rd October 2019,TRUE,Solo Leisure,Economy Class,June 2019,5,5,4,5,,,5,yes
350,Aeroflot Russian Airlines,2,21st October 2019,TRUE,Solo Leisure,Economy Class,October 2019,2,2,2,1,2,,2,no
351,Aeroflot Russian Airlines,1,19th October 2019,TRUE,Family Leisure,Economy Class,October 2019,,,,,,,1,no
352,Aeroflot Russian Airlines,3,18th October 2019,TRUE,Business,Economy Class,October 2019,4,4,,1,,,2,no
353,Aeroflot Russian Airlines,1,10th October 2019,TRUE,Business,Business Class,October 2019,5,5,5,4,,,5,yes
354,Aeroflot Russian Airlines,6,8th October 2019,TRUE,Business,Premium Economy,September 2019,3,3,3,3,3,,4,yes
355,Aeroflot Russian Airlines,2,28th September 2019,TRUE,Family Leisure,Economy Class,September 2019,1,1,1,2,1,,1,no
356,Aeroflot Russian Airlines,1,23rd September 2019,TRUE,Solo Leisure,Economy Class,September 2019,1,1,,1,,,1,no
357,Aeroflot Russian Airlines,1,19th September 2019,TRUE,Business,Economy Class,September 2019,5,5,4,5,5,,5,yes
358,Aeroflot Russian Airlines,1,18th September 2019,TRUE,Solo Leisure,Economy Class,September 2019,5,5,5,5,5,,5,yes
359,Aeroflot Russian Airlines,6,17th September 2019,FALSE,Couple Leisure,Economy Class,September 2019,5,3,4,4,,,4,yes
360,Aeroflot Russian Airlines,2,13th September 2019,TRUE,Family Leisure,Economy Class,August 2019,3,4,3,1,1,4,1,no
361,Aeroflot Russian Airlines,1,12th September 2019,TRUE,Solo Leisure,Economy Class,September 2019,1,1,,1,,,1,no
362,Aeroflot Russian Airlines,1,10th September 2019,TRUE,Couple Leisure,Economy Class,September 2019,5,5,5,5,5,,5,yes
363,Aeroflot Russian Airlines,3,10th September 2019,TRUE,Family Leisure,Economy Class,September 2019,1,2,2,1,2,,3,no
364,Aeroflot Russian Airlines,1,9th September 2019,TRUE,Family Leisure,Economy Class,September 2019,1,1,,1,,,1,no
365,Aeroflot Russian Airlines,8,4th September 2019,TRUE,Business,Economy Class,August 2019,4,4,3,4,,,5,yes
366,Aeroflot Russian Airlines,9,4th September 2019,TRUE,Business,Economy Class,August 2019,4,3,4,5,,,5,yes
367,Aeroflot Russian Airlines,8,4th September 2019,TRUE,Business,Economy Class,August 2019,4,3,5,4,,,5,yes
368,Aeroflot Russian Airlines,1,31st August 2019,TRUE,Couple Leisure,Economy Class,August 2019,1,1,1,1,,,1,no
369,Aeroflot Russian Airlines,1,31st August 2019,FALSE,Solo Leisure,Business Class,August 2019,5,5,5,5,,,5,yes
370,Aeroflot Russian Airlines,1,27th August 2019,FALSE,Family Leisure,Economy Class,August 2019,5,5,5,5,5,5,5,yes
371,Aeroflot Russian Airlines,3,10th August 2019,TRUE,Family Leisure,Economy Class,June 2019,3,3,2,1,3,,2,no
372,Aeroflot Russian Airlines,1,7th August 2019,TRUE,Solo Leisure,Economy Class,June 2019,,,,1,,,1,no
373,Aeroflot Russian Airlines,4,30th July 2019,TRUE,Solo Leisure,Economy Class,July 2019,3,2,3,1,3,,3,no
374,Aeroflot Russian Airlines,9,28th July 2019,TRUE,Solo Leisure,Economy Class,July 2019,4,4,5,3,,,4,yes
375,Aeroflot Russian Airlines,9,24th July 2019,TRUE,Solo Leisure,Economy Class,July 2019,5,5,5,5,4,,5,yes
376,Aeroflot Russian Airlines,1,9th July 2019,FALSE,Family Leisure,Business Class,June 2019,4,4,2,1,3,3,1,no
377,Aeroflot Russian Airlines,3,8th July 2019,TRUE,Solo Leisure,Economy Class,June 2019,4,3,1,3,,,2,no
378,Aeroflot Russian Airlines,1,8th July 2019,TRUE,Family Leisure,Economy Class,July 2019,1,1,,1,,,1,no
379,Aeroflot Russian Airlines,1,2nd July 2019,TRUE,Family Leisure,Economy Class,June 2019,2,3,2,1,4,,2,no
380,Aeroflot Russian Airlines,8,28th June 2019,TRUE,Business,Economy Class,June 2019,4,5,5,5,2,,5,yes
381,Aeroflot Russian Airlines,1,27th June 2019,TRUE,Family Leisure,Economy Class,June 2019,,,,1,,,1,no
382,Aeroflot Russian Airlines,1,25th June 2019,TRUE,Business,Economy Class,June 2019,,,,1,,,1,no
383,Aeroflot Russian Airlines,1,6th June 2019,TRUE,Couple Leisure,Economy Class,June 2019,2,2,2,1,2,,1,no
384,Aeroflot Russian Airlines,2,3rd June 2019,TRUE,Solo Leisure,Economy Class,June 2019,3,3,4,1,4,2,2,no
385,Aeroflot Russian Airlines,2,1st June 2019,TRUE,Business,Economy Class,May 2019,4,4,3,1,2,,1,no
386,Aeroflot Russian Airlines,1,28th May 2019,TRUE,Business,Economy Class,May 2019,1,1,1,1,,,1,no
387,Aeroflot Russian Airlines,1,26th May 2019,TRUE,Business,Business Class,May 2019,3,3,1,1,,,2,no
388,Aeroflot Russian Airlines,9,26th May 2019,TRUE,Solo Leisure,Economy Class,May 2019,3,5,3,5,3,,5,yes
389,Aeroflot Russian Airlines,2,16th May 2019,TRUE,Solo Leisure,Economy Class,April 2019,2,2,3,2,4,2,2,no
390,Aeroflot Russian Airlines,1,14th May 2019,TRUE,Couple Leisure,Economy Class,May 2019,,,,,,,1,no
391,Aeroflot Russian Airlines,1,11th May 2019,TRUE,Solo Leisure,Economy Class,May 2019,1,1,1,1,,,1,no
392,Aeroflot Russian Airlines,3,10th May 2019,TRUE,Business,Economy Class,January 2019,2,3,2,1,1,,3,no
393,Aeroflot Russian Airlines,1,6th May 2019,FALSE,Family Leisure,Economy Class,April 2019,5,5,3,5,3,,5,yes
394,Aeroflot Russian Airlines,1,5th May 2019,TRUE,Solo Leisure,Economy Class,May 2019,2,2,2,1,1,,1,no
395,Aeroflot Russian Airlines,1,4th May 2019,TRUE,Family Leisure,Economy Class,April 2019,1,1,1,1,1,1,1,no
396,Aeroflot Russian Airlines,2,1st May 2019,TRUE,Solo Leisure,Economy Class,April 2019,1,2,1,4,,,2,no
397,Aeroflot Russian Airlines,1,1st May 2019,TRUE,Solo Leisure,Economy Class,April 2019,1,1,1,1,2,,2,no
398,Aeroflot Russian Airlines,3,29th April 2019,TRUE,Couple Leisure,Economy Class,April 2019,3,3,1,3,1,,3,no
399,Aeroflot Russian Airlines,1,24th April 2019,TRUE,Solo Leisure,Economy Class,March 2019,3,3,3,3,3,,2,no
400,AeroItalia,2,3rd April 2023,TRUE,Business,Economy Class,April 2023,1,3,1,1,,,1,no
401,Aerolineas Argentinas,2,25th July 2023,FALSE,Solo Leisure,Economy Class,July 2023,1,1,1,1,1,1,1,no
402,Aerolineas Argentinas,2,25th June 2023,FALSE,Couple Leisure,Economy Class,June 2023,2,1,1,1,1,1,2,yes
403,Aerolineas Argentinas,6,20th March 2023,TRUE,Solo Leisure,Economy Class,March 2023,3,1,1,3,,,4,no
404,Aerolineas Argentinas,1,10th February 2023,TRUE,Solo Leisure,Economy Class,February 2023,,,,,,,1,no
405,Aerolineas Argentinas,1,28th January 2023,TRUE,Couple Leisure,Business Class,January 2023,1,1,1,1,2,1,1,no
406,Aerolineas Argentinas,1,24th January 2023,TRUE,Couple Leisure,Economy Class,December 2022,,,,,,,1,no
407,Aerolineas Argentinas,2,23rd December 2022,FALSE,Solo Leisure,Economy Class,December 2022,1,1,1,1,1,1,1,no
408,Aerolineas Argentinas,8,29th November 2022,TRUE,Family Leisure,Economy Class,November 2022,4,5,3,5,,,5,yes
409,Aerolineas Argentinas,1,27th November 2022,TRUE,Solo Leisure,Economy Class,November 2022,3,4,3,1,,,1,no
410,Aerolineas Argentinas,7,4th September 2022,FALSE,Business,Economy Class,August 2022,3,3,3,4,,,4,yes
411,Aerolineas Argentinas,1,8th March 2022,TRUE,Business,Business Class,March 2022,2,1,1,1,3,1,1,no
412,Aerolineas Argentinas,1,17th February 2022,TRUE,Business,Economy Class,February 2022,,,,,,,1,no
413,Aerolineas Argentinas,1,10th December 2021,TRUE,Solo Leisure,Economy Class,December 2021,4,4,4,1,,,3,no
414,Aerolineas Argentinas,1,23rd November 2021,FALSE,Couple Leisure,Economy Class,November 2021,1,1,,1,,,1,no
415,Aerolineas Argentinas,1,2nd February 2021,TRUE,Solo Leisure,Economy Class,November 2020,,,,,,,1,no
416,Aerolineas Argentinas,1,15th December 2020,TRUE,Solo Leisure,Economy Class,April 2020,,,,,,,1,no
417,Aerolineas Argentinas,1,30th March 2020,TRUE,Family Leisure,Business Class,March 2020,1,1,1,1,1,1,1,no
418,Aerolineas Argentinas,1,2nd December 2019,TRUE,Couple Leisure,Economy Class,November 2019,,,,1,,,1,no
419,Aerolineas Argentinas,1,17th October 2019,TRUE,Solo Leisure,Economy Class,September 2019,5,5,4,5,,,5,yes
420,Aerolineas Argentinas,1,16th July 2019,FALSE,Couple Leisure,Economy Class,July 2019,2,1,1,1,,,1,no
421,Aerolineas Argentinas,1,13th June 2019,FALSE,Family Leisure,Economy Class,June 2019,,,,,,,1,no
422,Aerolineas Argentinas,1,1st June 2019,TRUE,Solo Leisure,Economy Class,June 2019,1,5,2,1,1,4,1,no
423,Aerolineas Argentinas,7,13th May 2019,TRUE,Couple Leisure,Economy Class,April 2019,5,5,3,5,4,4,2,yes
424,Aerolineas Argentinas,8,6th May 2019,TRUE,Solo Leisure,Economy Class,December 2018,4,5,,4,,,5,yes
425,Aerolineas Argentinas,2,4th May 2019,TRUE,Couple Leisure,Premium Economy,May 2019,2,1,1,1,1,,1,no
426,Aerolineas Argentinas,1,28th March 2019,TRUE,Family Leisure,Economy Class,March 2019,1,1,1,1,,,1,no
427,Aerolineas Argentinas,6,23rd February 2019,TRUE,Family Leisure,Economy Class,February 2019,4,4,2,3,3,3,3,yes
428,Aerolineas Argentinas,4,15th January 2019,TRUE,Family Leisure,Economy Class,January 2019,1,2,3,1,,,3,no
429,Aerolineas Argentinas,1,3rd December 2018,TRUE,Couple Leisure,Economy Class,November 2018,1,1,1,1,1,1,1,no
430,Aerolineas Argentinas,1,22nd November 2018,TRUE,Couple Leisure,Economy Class,November 2018,1,3,1,1,,,1,no
431,Aerolineas Argentinas,1,27th October 2018,TRUE,Couple Leisure,Economy Class,October 2018,4,3,,1,,,1,no
432,Aerolineas Argentinas,1,11th May 2018,TRUE,Business,Economy Class,May 2018,3,,,1,,,1,no
433,Aerolineas Argentinas,8,15th March 2018,TRUE,Couple Leisure,Economy Class,March 2018,3,4,4,4,,,3,yes
434,Aerolineas Argentinas,7,7th March 2018,TRUE,Solo Leisure,Economy Class,March 2018,4,3,2,4,2,,3,yes
435,Aerolineas Argentinas,1,22nd February 2018,TRUE,Couple Leisure,Economy Class,February 2018,1,1,1,1,1,,1,no
436,Aerolineas Argentinas,1,19th December 2017,TRUE,Solo Leisure,Economy Class,December 2017,1,1,1,1,1,1,1,no
437,Aerolineas Argentinas,1,15th December 2017,TRUE,Family Leisure,Economy Class,October 2017,2,1,2,1,2,1,1,no
438,Aerolineas Argentinas,9,29th November 2017,TRUE,Solo Leisure,Economy Class,November 2017,5,4,4,5,4,4,4,yes
439,Aerolineas Argentinas,9,15th November 2017,FALSE,Couple Leisure,Business Class,November 2017,3,5,5,5,5,,5,yes
440,Aerolineas Argentinas,9,2nd November 2017,FALSE,Family Leisure,Economy Class,October 2017,4,4,3,4,3,,4,yes
441,Aerolineas Argentinas,8,25th September 2017,FALSE,Couple Leisure,Economy Class,September 2017,4,4,2,4,1,1,4,yes
442,Aerolineas Argentinas,8,25th September 2017,FALSE,Couple Leisure,Economy Class,August 2017,4,4,2,4,1,1,4,yes
443,Aerolineas Argentinas,3,30th August 2017,FALSE,Business,Business Class,August 2017,1,1,2,3,2,,2,no
444,Aerolineas Argentinas,1,18th August 2017,FALSE,Business,Economy Class,August 2017,2,3,1,1,1,1,1,no
445,Aerolineas Argentinas,2,30th April 2017,FALSE,Solo Leisure,Economy Class,April 2017,1,1,1,2,,,1,no
446,Aerolineas Argentinas,7,14th March 2017,FALSE,Solo Leisure,Business Class,March 2017,4,4,1,3,5,5,5,yes
447,Aerolineas Argentinas,9,26th February 2017,FALSE,Couple Leisure,Business Class,March 2016,4,4,4,3,,,5,yes
448,Aerolineas Argentinas,1,24th February 2017,FALSE,Couple Leisure,Economy Class,February 2017,1,3,5,1,1,,1,no
449,Aerolineas Argentinas,6,16th February 2017,FALSE,Business,Business Class,February 2017,3,4,3,4,4,,4,yes
450,Aerolineas Argentinas,1,26th January 2017,FALSE,Family Leisure,Economy Class,January 2017,1,1,1,1,1,,1,no
451,Aerolineas Argentinas,9,23rd January 2017,FALSE,Business,Economy Class,January 2017,4,4,4,3,,,4,yes
452,Aerolineas Argentinas,8,20th January 2017,FALSE,Solo Leisure,Premium Economy,December 2016,5,5,2,4,1,,3,yes
453,Aerolineas Argentinas,1,8th January 2017,FALSE,Couple Leisure,Economy Class,December 2016,1,1,1,1,1,1,1,no
454,Aerolineas Argentinas,3,28th December 2016,FALSE,Family Leisure,Economy Class,December 2016,3,2,2,1,,,3,no
455,Aerolineas Argentinas,6,22nd December 2016,FALSE,Solo Leisure,Economy Class,December 2016,4,4,2,4,,,3,yes
456,Aerolineas Argentinas,4,18th December 2016,FALSE,Solo Leisure,Economy Class,December 2016,1,1,1,5,5,,2,no
457,Aerolineas Argentinas,1,25th November 2016,FALSE,Solo Leisure,Economy Class,November 2016,1,1,2,1,2,,4,no
458,Aerolineas Argentinas,3,12th August 2016,FALSE,Business,Economy Class,August 2016,1,2,2,3,3,,1,no
459,Aerolineas Argentinas,2,28th June 2016,FALSE,Couple Leisure,Premium Economy,June 2016,3,4,1,1,,,2,no
460,Aerolineas Argentinas,4,5th June 2016,FALSE,Solo Leisure,Economy Class,May 2016,3,1,1,3,,,4,no
461,Aerolineas Argentinas,7,12th April 2016,FALSE,Business,Economy Class,April 2016,3,4,3,4,3,,4,yes
462,Aerolineas Argentinas,7,3rd April 2016,FALSE,Family Leisure,Business Class,March 2016,3,4,3,2,3,,4,yes
463,Aerolineas Argentinas,5,14th January 2016,FALSE,Family Leisure,Economy Class,May 2015,3,5,4,2,,,3,no
