,Airline Name,Overall_Rating,Review Date,Verified,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
214,Aer Lingus,1,13th June 2023,FALSE,,Family Leisure,Economy Class,Boston to Amsterdam via Dublin,March 2023,3,3,3,1,3,1,1,no
215,Aer Lingus,1,11th June 2023,TRUE,,Business,Business Class,Dublin to Boston,May 2023,1,1,1,1,,,1,no
216,Aer Lingus,7,4th June 2023,TRUE,A320 neo,Solo Leisure,Economy Class,Dublin to London,June 2023,5,2,,2,,,3,yes
217,Aer Lingus,1,28th May 2023,TRUE,,Business,Business Class,Edinburgh to Toronto via Dublin,May 2023,2,1,1,1,1,1,1,no
218,Aer Lingus,3,28th May 2023,TRUE,,Solo Leisure,Economy Class,Edinburgh to Dublin,May 2023,4,5,1,4,,,4,no
219,Aer Lingus,2,27th May 2023,TRUE,,Family Leisure,Economy Class,Chicago to Zurich via Dublin,May 2023,4,3,3,1,3,3,2,no
220,Aer Lingus,1,24th May 2023,TRUE,,Business,Economy Class,Dublin to London,May 2023,5,5,,5,,,5,yes
221,Aer Lingus,1,23rd May 2023,FALSE,A330,Couple Leisure,Economy Class,Boston to Naples via Dublin,May 2023,3,4,4,1,1,1,3,no
222,Aer Lingus,8,19th May 2023,FALSE,,Business,Premium Economy,Dublin to Geneva,May 2023,3,4,4,4,3,3,4,yes
223,Aer Lingus,1,18th May 2023,TRUE,,Couple Leisure,Business Class,San Francisco to Dublin,May 2023,3,1,1,1,,,4,no
224,Aer Lingus,3,18th May 2023,TRUE,,Solo Leisure,Economy Class,Los Angeles to Dublin,May 2023,3,1,1,3,4,2,2,no
225,Aer Lingus,3,17th May 2023,TRUE,A330,Business,Business Class,Manchester to New York JFK,May 2023,3,2,2,2,3,1,2,no
226,Aer Lingus,3,14th May 2023,FALSE,A320,Family Leisure,Economy Class,New York to Frankfurt via Dublin,May 2023,2,3,2,1,3,,2,no
227,Aer Lingus,1,12th May 2023,TRUE,,Solo Leisure,Economy Class,Berlin to Dublin,May 2023,2,1,1,1,,,1,no
228,Aer Lingus,1,10th May 2023,TRUE,A320,Solo Leisure,Economy Class,Dublin to London,May 2023,1,1,1,1,1,1,1,no
229,Aer Lingus,1,8th May 2023,TRUE,Airbus,Couple Leisure,Economy Class,Dublin to Dublin via Alicante airport,May 2023,2,5,2,5,,,5,yes
230,Aer Lingus,3,1st May 2023,FALSE,,Family Leisure,Economy Class,Toronto to London via Dublin,August 2022,4,4,4,1,4,2,3,no
231,Aer Lingus,1,27th April 2023,FALSE,A330,Solo Leisure,Economy Class,Hartford to Dublin,April 2023,1,1,,1,,,1,no
232,Aer Lingus,9,15th April 2023,FALSE,,Solo Leisure,Economy Class,London Heathrow to Shannon,April 2023,5,4,3,5,,,5,yes
233,Aer Lingus,1,15th April 2023,TRUE,A321,Business,Economy Class,Gatwick to Orlando via Dublin,April 2023,1,5,1,1,1,,1,no
234,Aer Lingus,1,9th April 2023,TRUE,,Family Leisure,Economy Class,Dublin to Edinburgh,April 2023,1,1,1,1,1,1,1,no
235,Aer Lingus,2,7th April 2023,TRUE,,Family Leisure,Economy Class,Dublin to Hartford,April 2023,1,1,1,1,1,1,1,no
236,Aer Lingus,1,3rd April 2023,FALSE,,Couple Leisure,Economy Class,Dublin to Newark,April 2023,2,1,1,1,2,1,1,no
237,Aer Lingus,6,28th February 2023,TRUE,A320,Solo Leisure,Economy Class,London Heathrow to Cork,February 2023,4,2,1,3,,,3,no
238,Aer Lingus,6,30th January 2023,FALSE,,Couple Leisure,Economy Class,Los Angeles to Paris via Dublin,September 2022,1,3,1,3,3,,4,yes
239,Aer Lingus,1,9th January 2023,TRUE,,Couple Leisure,Economy Class,London Heathrow to Belfast,January 2023,,,,,,,1,no
240,Aer Lingus,1,8th January 2023,TRUE,A330-300,Family Leisure,Business Class,Paris to San Francisco via Dublin,December 2022,2,1,1,1,2,2,1,no
241,Aer Lingus,4,7th January 2023,FALSE,A321,Solo Leisure,Economy Class,Washington to Glasgow via Dublin,January 2023,4,4,4,3,5,2,4,no
242,Aer Lingus,1,27th December 2022,TRUE,,Family Leisure,Economy Class,Manchester to New York JFK,December 2022,2,1,2,1,1,,1,no
243,Aer Lingus,1,24th December 2022,FALSE,,Family Leisure,Economy Class,Toronto to Birmingham via Dublin,December 2022,1,1,1,1,1,1,1,no
244,Aer Lingus,1,19th December 2022,FALSE,,Solo Leisure,Economy Class,Dublin to Boston,September 2022,1,2,,1,,,1,no
245,Aer Lingus,2,17th December 2022,TRUE,,Solo Leisure,Economy Class,Washington to London via Dublin,December 2022,2,2,2,1,2,1,2,no
246,Aer Lingus,1,15th December 2022,FALSE,,Business,Premium Economy,Paris to Boston via Dublin,December 2022,1,1,,1,,,1,no
247,Aer Lingus,1,13th December 2022,FALSE,,Couple Leisure,Economy Class,Chicago to Dublin,December 2022,1,2,2,1,1,1,1,no
248,Aer Lingus,3,12th December 2022,TRUE,,Solo Leisure,Economy Class,Dublin to Glasgow,December 2022,3,3,,1,,,1,no
249,Aer Lingus,2,1st December 2022,TRUE,,Solo Leisure,Economy Class,Dublin to Seattle,December 2022,1,3,1,1,1,1,1,no
250,Aer Lingus,1,17th November 2022,TRUE,,Solo Leisure,Economy Class,Belfast City to Southampton,November 2022,,,,1,,,1,no
251,Aer Lingus,3,13th November 2022,FALSE,A330,Family Leisure,Economy Class,Dublin to Boston,November 2022,4,1,1,3,3,4,3,no
252,Aer Lingus,1,7th November 2022,FALSE,,Solo Leisure,Economy Class,Chicago to Venice via Dublin,September 2022,1,1,1,1,1,1,1,no
253,Aer Lingus,2,6th November 2022,TRUE,,Couple Leisure,Economy Class,Dublin to London,July 2022,3,2,,1,,,1,no
254,Aer Lingus,1,4th November 2022,TRUE,,Family Leisure,Economy Class,Orlando to Manchester via New York / Dublin,November 2022,1,1,1,1,3,3,2,no
255,Aer Lingus,1,29th October 2022,FALSE,,Couple Leisure,Economy Class,London to Dublin,July 2022,1,1,1,1,,,1,no
256,Aer Lingus,1,18th October 2022,TRUE,A321NEO,Family Leisure,Economy Class,Boston to London via Shannon,June 2022,4,4,2,2,4,3,3,no
257,Aer Lingus,2,13th October 2022,TRUE,,Solo Leisure,Economy Class,Dublin to London Gatwick,October 2022,1,1,1,1,2,,1,no
258,Aer Lingus,1,13th October 2022,FALSE,,Solo Leisure,Economy Class,Rome to Dublin,October 2022,3,1,1,4,1,,2,no
259,Aer Lingus,1,12th October 2022,TRUE,,Couple Leisure,Economy Class,Dublin to Chicago,October 2022,2,3,,1,,,1,no
260,Aer Lingus,1,8th October 2022,FALSE,,Couple Leisure,Economy Class,Philadelphia to Edinburgh via Dublin,October 2022,1,3,1,1,,,1,no
261,Aer Lingus,1,27th September 2022,FALSE,,Business,Business Class,Seattle to Dublin,July 2022,,,,,,,1,no
262,Aer Lingus,1,27th September 2022,TRUE,,Solo Leisure,Economy Class,Chicago to Amsterdam via Dublin,September 2022,1,3,3,1,,,1,no
263,Aer Lingus,5,25th September 2022,FALSE,Airbus 320,Solo Leisure,Economy Class,Dublin to Lisbon,September 2022,3,1,1,2,,,1,no
264,Aer Lingus,1,21st September 2022,TRUE,,Solo Leisure,Economy Class,Edinburgh to New York JFK via Dublin,June 2022,3,3,,1,,,1,no
265,Aer Lingus,2,18th September 2022,FALSE,,Couple Leisure,Economy Class,Dublin to Boston,September 2022,2,1,1,2,1,1,2,no
266,Aer Lingus,1,15th September 2022,TRUE,,Solo Leisure,Economy Class,Birmingham to Philadelphia via Dublin,September 2022,1,3,3,1,3,2,1,no
267,Aer Lingus,1,15th September 2022,TRUE,,Couple Leisure,Economy Class,Philadelphia to Dublin,July 2022,,,,,,,1,no
268,Aer Lingus,4,15th September 2022,FALSE,,Family Leisure,Economy Class,Chicago to Dublin,September 2022,1,2,1,3,1,2,2,no
269,Aer Lingus,1,15th September 2022,TRUE,Emerald,Business,Economy Class,Dublin to Birmingham,September 2022,1,1,1,1,1,1,1,no
270,Aer Lingus,1,13th September 2022,FALSE,,Solo Leisure,Economy Class,Geneva to Dublin,September 2022,1,5,1,1,1,1,1,no
271,Aer Lingus,4,12th September 2022,TRUE,A321,Solo Leisure,Economy Class,Dublin to Washington,September 2022,2,2,1,2,4,4,2,no
272,Aer Lingus,1,12th September 2022,TRUE,,Couple Leisure,Economy Class,Toronto to Dublin,September 2022,1,1,1,1,2,2,2,no
273,Aer Lingus,1,11th September 2022,TRUE,,Couple Leisure,Business Class,Orlando to Rome via Dublin,September 2022,,,,,,,1,no
274,Aer Lingus,2,7th September 2022,TRUE,,Solo Leisure,Economy Class,Dublin to Los Angeles,September 2022,2,2,2,1,2,2,2,no
275,Aer Lingus,6,6th September 2022,FALSE,A330-300,Family Leisure,Business Class,Dublin to New York JFK,September 2022,4,4,3,3,4,4,4,yes
276,Aer Lingus,1,6th September 2022,TRUE,,Solo Leisure,Economy Class,Paris to New York via Dublin,September 2022,2,2,1,1,2,,1,no
277,Aer Lingus,9,4th September 2022,TRUE,A321neo,Family Leisure,Economy Class,Dublin to Washington Dulles,July 2022,5,4,5,5,5,,5,yes
278,Aer Lingus,1,3rd September 2022,TRUE,,Couple Leisure,Economy Class,San Francisco to Paris via Dublin,September 2022,1,3,2,1,3,1,1,no
279,Aer Lingus,2,30th August 2022,TRUE,,Solo Leisure,Economy Class,Dublin to Chicago,August 2022,3,5,3,4,1,1,2,no
280,Aer Lingus,2,29th August 2022,TRUE,,Solo Leisure,Economy Class,Gatwick to Dublin,August 2022,3,3,3,1,1,1,2,no
281,Aer Lingus,1,28th August 2022,FALSE,A320,Solo Leisure,Economy Class,Santiago de Compostela to Dublin,August 2022,5,5,5,3,,,5,yes
282,Aer Lingus,2,24th August 2022,FALSE,,Couple Leisure,Economy Class,Toronto to Dublin,May 2022,1,1,2,1,3,2,2,no
283,Aer Lingus,6,22nd August 2022,TRUE,A-330,Solo Leisure,Economy Class,Dublin to Chicago,August 2022,3,3,3,2,1,,2,no
284,Aer Lingus,1,19th August 2022,TRUE,A330/A321,Family Leisure,Economy Class,Chicago to Hamburg via Dublin,August 2022,2,3,3,1,3,1,2,no
285,Aer Lingus,1,16th August 2022,FALSE,,Family Leisure,Economy Class,Istanbul to Dublin,August 2022,3,4,3,3,3,,1,no
286,Aer Lingus,2,16th August 2022,FALSE,,Couple Leisure,Economy Class,Seattle to Manchester via Dublin,August 2022,1,1,1,1,,,1,no
287,Aer Lingus,1,16th August 2022,TRUE,,Solo Leisure,Economy Class,Belfast to London,July 2022,1,1,,1,1,1,1,no
288,Aer Lingus,1,14th August 2022,TRUE,,Family Leisure,Economy Class,Naples to Washington via Dublin,August 2022,2,4,1,4,4,,1,no
289,Aer Lingus,1,14th August 2022,TRUE,,Solo Leisure,Economy Class,Dublin to Seattle,August 2022,1,1,1,1,1,,1,no
290,Aer Lingus,1,11th August 2022,FALSE,A330/A320,Couple Leisure,Economy Class,Chicago O'Hare to Amsterdam via Dublin,August 2022,3,1,1,1,1,1,2,no
291,Aer Lingus,1,11th August 2022,FALSE,,Family Leisure,Economy Class,Boston to Edinburgh via Dublin,August 2022,,,,,,,1,no
292,Aer Lingus,1,9th August 2022,TRUE,,Couple Leisure,Economy Class,Los Angeles to Rome via Dublin,August 2022,1,1,1,1,1,,1,no
293,Aer Lingus,8,9th August 2022,TRUE,A320,Solo Leisure,Economy Class,Cork to London,August 2022,4,4,2,5,,,3,yes
294,Aero VIP,9,3rd May 2019,TRUE,Dornier,Solo Leisure,Economy Class,Cascais to Bragança,April 2019,4,4,,5,,,4,yes
295,Aero VIP,9,3rd May 2019,TRUE,Dornier,Solo Leisure,Economy Class,Bragança to Cascais,April 2019,4,5,,5,,,4,yes
296,Aero VIP,8,17th July 2017,FALSE,BAe Jetstream,Couple Leisure,Economy Class,Funchal to Porto Santo,July 2017,4,2,,3,,,3,yes
297,Aerocaribbean,8,31st December 2010,FALSE,,,Economy Class,,,,,,,,,4,yes
298,Aerocaribbean,1,25th November 2010,FALSE,,,,,,,,,,,,,no
299,Aerocaribbean,1,10th April 2008,FALSE,,,,,,,,,,,,,no
300,Aeroflot Russian Airlines,1,21st January 2023,TRUE,,Solo Leisure,Economy Class,Thessaloniki to Havana via Moscow,January 2023,,,,,,,1,no
301,Aeroflot Russian Airlines,1,2nd September 2022,TRUE,,Solo Leisure,Economy Class,Osaka to Dublin via Moscow,July 2022,,,,,,,1,no
302,Aeroflot Russian Airlines,5,30th January 2022,TRUE,A350-900,Solo Leisure,Business Class,London to Moscow,January 2022,5,2,4,2,5,3,2,no
303,Aeroflot Russian Airlines,1,10th November 2021,FALSE,Sukhoi Superjet 100,Business,Economy Class,Vladivostok to Grozny,August 2021,5,5,5,5,,5,5,yes
304,Aeroflot Russian Airlines,1,25th September 2021,TRUE,Boeing 777-300ER,Business,Business Class,Larnaca to Moscow,September 2021,4,5,4,5,4,,4,yes
305,Aeroflot Russian Airlines,2,21st September 2021,TRUE,A320,Business,Economy Class,Vienna to Moscow,October 2020,2,3,3,2,1,,2,no
306,Aeroflot Russian Airlines,5,12th September 2021,TRUE,Boeing 777-300ER,Solo Leisure,Business Class,Moscow to Larnaca,September 2021,3,3,3,3,,,3,yes
307,Aeroflot Russian Airlines,7,3rd September 2021,TRUE,Boeing 777-300ER,Business,Premium Economy,Moscow to Larnaca,September 2021,1,4,4,3,4,3,4,yes
308,Aeroflot Russian Airlines,2,28th August 2021,TRUE,A350,Family Leisure,Economy Class,Miami to Moscow,August 2021,3,1,4,1,3,1,2,no
309,Aeroflot Russian Airlines,8,16th August 2021,FALSE,,Solo Leisure,Premium Economy,Petropavlovsk-Kamchatsky to Moscow,August 2021,4,5,4,3,4,,4,yes
310,Aeroflot Russian Airlines,4,4th July 2021,TRUE,,Business,Economy Class,Moscow to London,July 2021,3,4,4,1,2,3,2,no
311,Aeroflot Russian Airlines,1,27th June 2021,FALSE,,Couple Leisure,Economy Class,Manchester to Tokyo via Moscow,July 2020,,,,,,,1,no
312,Aeroflot Russian Airlines,1,15th March 2021,TRUE,,Business,Economy Class,Delhi to Copenhagen via Moscow,April 2020,,,,,,,1,no
313,Aeroflot Russian Airlines,1,12th January 2021,TRUE,,Family Leisure,Economy Class,Riga to Dubai via Moscow,March 2020,,,,,,,1,no
314,Aeroflot Russian Airlines,1,16th December 2020,TRUE,,Couple Leisure,Economy Class,Los Angeles to Antalya via Mosco,December 2020,,,,1,,,1,no
315,Aeroflot Russian Airlines,1,12th December 2020,TRUE,,Solo Leisure,Economy Class,Brussels to Bangkok via Moscow,April 2020,,,,,,,1,no
316,Aeroflot Russian Airlines,1,2nd November 2020,FALSE,,Couple Leisure,Economy Class,Rome to Tokyo via Moscow,April 2020,,,,,,,1,no
317,Aeroflot Russian Airlines,1,31st October 2020,TRUE,A350-900,Solo Leisure,Business Class,London to Moscow,October 2020,5,5,4,4,5,,5,yes
318,Aeroflot Russian Airlines,1,23rd October 2020,TRUE,,Solo Leisure,Economy Class,Hamburg to St. Petersburg,April 2020,,,,,,,2,no
319,Aeroflot Russian Airlines,9,27th August 2020,TRUE,Boeing 777-300ER,Solo Leisure,Premium Economy,London to Moscow,August 2020,2,5,5,5,5,,5,yes
320,Aeroflot Russian Airlines,1,22nd August 2020,TRUE,,Business,Economy Class,Moscow to London,August 2020,,,,1,,,1,no
321,Aeroflot Russian Airlines,1,19th August 2020,TRUE,,Solo Leisure,Economy Class,Madrid to Bangkok via Moscow,April 2020,,,,,,,1,no
322,Aeroflot Russian Airlines,1,10th August 2020,TRUE,,Family Leisure,Economy Class,Moscow to London,August 2020,,,,,,,5,yes
323,Aeroflot Russian Airlines,1,6th August 2020,TRUE,,Couple Leisure,Economy Class,Hanoi to Dublin via Moscow,April 2020,,,,,,,1,no
324,Aeroflot Russian Airlines,1,23rd June 2020,TRUE,,Solo Leisure,Economy Class,Vilnius to Tokyo via Moscow,January 2020,3,1,3,1,3,,3,no
325,Aeroflot Russian Airlines,1,3rd June 2020,FALSE,,Business,Business Class,Moscow to Bangkok,April 2020,,,,,,,1,no
326,Aeroflot Russian Airlines,8,4th April 2020,TRUE,Boeing 777-300ER,Solo Leisure,Economy Class,Moscow to Hanoi,September 2019,5,5,4,5,4,1,5,yes
327,Aeroflot Russian Airlines,2,24th March 2020,TRUE,A350-900,Solo Leisure,Business Class,Moscow to St Petersburgh,March 2020,3,4,1,1,3,,1,no
328,Aeroflot Russian Airlines,2,20th March 2020,TRUE,,Solo Leisure,Economy Class,New York to Tel Aviv via Moscow,April 2019,1,1,,1,2,1,1,no
329,Aeroflot Russian Airlines,2,19th March 2020,TRUE,Boeing 777,Solo Leisure,Business Class,Hong Kong to Moscow,November 2019,2,4,2,1,2,,2,no
330,Aeroflot Russian Airlines,2,19th March 2020,TRUE,A320,Solo Leisure,Economy Class,Athens to Moscow,March 2020,1,2,1,2,,,1,no
331,Aeroflot Russian Airlines,1,8th March 2020,TRUE,,Solo Leisure,Economy Class,Lyon to Moscow via Delhi,February 2020,5,5,5,5,5,,5,yes
332,Aeroflot Russian Airlines,9,6th March 2020,TRUE,Sukhoi Superjet - SSJ100,Solo Leisure,Economy Class,Bucharest to Moscow,December 2019,4,5,4,4,,,5,yes
333,Aeroflot Russian Airlines,9,4th March 2020,TRUE,A320,Solo Leisure,Economy Class,Ljubljana to Moscow,March 2020,5,5,5,4,,,4,yes
334,Aeroflot Russian Airlines,1,2nd March 2020,TRUE,,Family Leisure,Economy Class,London to Dubai via Moscow,February 2020,5,5,5,5,5,,5,yes
335,Aeroflot Russian Airlines,1,11th February 2020,TRUE,,Family Leisure,Economy Class,Phuket to Oslo via Moscow,January 2020,1,1,1,1,,,1,no
336,Aeroflot Russian Airlines,7,7th February 2020,TRUE,Boeing 777  / A330,Solo Leisure,Economy Class,New York to Delhi via Moscow,November 2019,4,4,2,5,1,1,5,yes
337,Aeroflot Russian Airlines,1,6th February 2020,TRUE,,Solo Leisure,Economy Class,Amsterdam to Hanoi via Moscow,February 2020,3,2,2,1,2,,3,no
338,Aeroflot Russian Airlines,2,29th January 2020,TRUE,,Solo Leisure,Economy Class,Athens to Moscow,January 2020,1,1,1,1,,,2,no
339,Aeroflot Russian Airlines,2,20th January 2020,TRUE,Boeing 737 800,Solo Leisure,Economy Class,Irkutsk to Moscow svo,January 2020,3,1,2,2,,,4,no
340,Aeroflot Russian Airlines,1,8th January 2020,TRUE,,Solo Leisure,Economy Class,Tel Aviv to Moscow,January 2020,3,2,1,1,3,3,3,no
341,Aeroflot Russian Airlines,2,7th January 2020,TRUE,,Solo Leisure,Economy Class,London to Hong Kong via Moscow,January 2020,3,3,3,1,3,,1,no
342,Aeroflot Russian Airlines,6,7th January 2020,TRUE,,Solo Leisure,Economy Class,Moscow to Helsinki,January 2020,3,4,2,3,,,4,yes
343,Aeroflot Russian Airlines,1,5th January 2020,TRUE,,Couple Leisure,Economy Class,Ho Chi Minh to Amsterdam via Moscow,January 2020,1,1,,1,,,1,no
344,Aeroflot Russian Airlines,1,25th December 2019,TRUE,,Solo Leisure,Economy Class,Amsterdam to Hong Kong via Moscow,December 2019,,,,,,,1,no
345,Aeroflot Russian Airlines,9,14th December 2019,TRUE,A320,Solo Leisure,Economy Class,Warsaw to Moscow,December 2019,4,5,4,4,,,3,yes
346,Aeroflot Russian Airlines,1,9th December 2019,TRUE,Boeing 777,Solo Leisure,Economy Class,Paris to Phuket via Moscow,December 2019,5,5,5,4,5,,5,yes
347,Aeroflot Russian Airlines,2,27th November 2019,TRUE,,Family Leisure,Economy Class,Hanoi to Stockholm via Moscow,July 2019,3,3,3,3,2,1,1,no
348,Aeroflot Russian Airlines,7,24th October 2019,TRUE,Boeing 737-800,Solo Leisure,Economy Class,Warsaw to Moscow,August 2019,3,4,3,2,,,4,yes
349,Aeroflot Russian Airlines,1,23rd October 2019,TRUE,A320,Solo Leisure,Economy Class,Prague to Cairo via Moscow,June 2019,5,5,4,5,,,5,yes
350,Aeroflot Russian Airlines,2,21st October 2019,TRUE,,Solo Leisure,Economy Class,London to Seoul via Moscow,October 2019,2,2,2,1,2,,2,no
351,Aeroflot Russian Airlines,1,19th October 2019,TRUE,,Family Leisure,Economy Class,Moscow to Los Angeles,October 2019,,,,,,,1,no
352,Aeroflot Russian Airlines,3,18th October 2019,TRUE,A320,Business,Economy Class,Vienna to Moscow,October 2019,4,4,,1,,,2,no
353,Aeroflot Russian Airlines,1,10th October 2019,TRUE,A320,Business,Business Class,Moscow SVO to Paris CDG,October 2019,5,5,5,4,,,5,yes
354,Aeroflot Russian Airlines,6,8th October 2019,TRUE,Boeing 777-300,Business,Premium Economy,New York to NurSultan via Moscow,September 2019,3,3,3,3,3,,4,yes
355,Aeroflot Russian Airlines,2,28th September 2019,TRUE,,Family Leisure,Economy Class,St Petersburg to Moscow via New Delhi,September 2019,1,1,1,2,1,,1,no
356,Aeroflot Russian Airlines,1,23rd September 2019,TRUE,,Solo Leisure,Economy Class,Ho Chi Minh City to Verona via Moscow,September 2019,1,1,,1,,,1,no
357,Aeroflot Russian Airlines,1,19th September 2019,TRUE,,Business,Economy Class,Washington DC to Moscow,September 2019,5,5,4,5,5,,5,yes
358,Aeroflot Russian Airlines,1,18th September 2019,TRUE,,Solo Leisure,Economy Class,Seoul to Minsk via Moscow,September 2019,5,5,5,5,5,,5,yes
359,Aeroflot Russian Airlines,6,17th September 2019,FALSE,Boeing 737-800,Couple Leisure,Economy Class,Barnaul to Vienna via Moscow,September 2019,5,3,4,4,,,4,yes
360,Aeroflot Russian Airlines,2,13th September 2019,TRUE,,Family Leisure,Economy Class,Moscow to Nalchik,August 2019,3,4,3,1,1,4,1,no
361,Aeroflot Russian Airlines,1,12th September 2019,TRUE,,Solo Leisure,Economy Class,Los Angeles to Istanbul via Moscow,September 2019,1,1,,1,,,1,no
362,Aeroflot Russian Airlines,1,10th September 2019,TRUE,Boeing 777,Couple Leisure,Economy Class,Vladivostok to Moscow,September 2019,5,5,5,5,5,,5,yes
363,Aeroflot Russian Airlines,3,10th September 2019,TRUE,,Family Leisure,Economy Class,New York to Moscow,September 2019,1,2,2,1,2,,3,no
364,Aeroflot Russian Airlines,1,9th September 2019,TRUE,,Family Leisure,Economy Class,Washington to Minsk via Moscow,September 2019,1,1,,1,,,1,no
365,Aeroflot Russian Airlines,8,4th September 2019,TRUE,,Business,Economy Class,Kazan to Lisbon via Moscow,August 2019,4,4,3,4,,,5,yes
366,Aeroflot Russian Airlines,9,4th September 2019,TRUE,,Business,Economy Class,Moscow to Kazan,August 2019,4,3,4,5,,,5,yes
367,Aeroflot Russian Airlines,8,4th September 2019,TRUE,,Business,Economy Class,Lisbon to Moscow,August 2019,4,3,5,4,,,5,yes
368,Aeroflot Russian Airlines,1,31st August 2019,TRUE,,Couple Leisure,Economy Class,Oslo to Bangkok via Moscow,August 2019,1,1,1,1,,,1,no
369,Aeroflot Russian Airlines,1,31st August 2019,FALSE,,Solo Leisure,Business Class,Moscow to Athens,August 2019,5,5,5,5,,,5,yes
370,Aeroflot Russian Airlines,1,27th August 2019,FALSE,,Family Leisure,Economy Class,Madrid to Bangkok via Moscow,August 2019,5,5,5,5,5,5,5,yes
371,Aeroflot Russian Airlines,3,10th August 2019,TRUE,,Family Leisure,Economy Class,New York to Tel Aviv via Moscow,June 2019,3,3,2,1,3,,2,no
372,Aeroflot Russian Airlines,1,7th August 2019,TRUE,,Solo Leisure,Economy Class,New York to Tel Aviv via Moscow,June 2019,,,,1,,,1,no
373,Aeroflot Russian Airlines,4,30th July 2019,TRUE,,Solo Leisure,Economy Class,Madrid to Guangzhou via Moscow,July 2019,3,2,3,1,3,,3,no
374,Aeroflot Russian Airlines,9,28th July 2019,TRUE,,Solo Leisure,Economy Class,Amsterdam to Simferopol via Moscow,July 2019,4,4,5,3,,,4,yes
375,Aeroflot Russian Airlines,9,24th July 2019,TRUE,A330,Solo Leisure,Economy Class,Bangkok to Moscow,July 2019,5,5,5,5,4,,5,yes
376,Aeroflot Russian Airlines,1,9th July 2019,FALSE,A330,Family Leisure,Business Class,Berlin to Delhi via Moscow,June 2019,4,4,2,1,3,3,1,no
377,Aeroflot Russian Airlines,3,8th July 2019,TRUE,A320/321,Solo Leisure,Economy Class,Almaty to Copenhagen via Moscow,June 2019,4,3,1,3,,,2,no
378,Aeroflot Russian Airlines,1,8th July 2019,TRUE,A330,Family Leisure,Economy Class,Amsterdam to Phuket via Moscow,July 2019,1,1,,1,,,1,no
379,Aeroflot Russian Airlines,1,2nd July 2019,TRUE,,Family Leisure,Economy Class,New York to Istanbul via Moscow,June 2019,2,3,2,1,4,,2,no
